batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style
SV Samson,KK Ahmed,74,55,1,134.55,1.82,Right-hand,Left-arm fast-medium
SV Samson,MM Sharma,23,24,0,95.83,0.0,Right-hand,Right-arm medium-fast
SV Samson,Mohammed Shami,59,32,0,184.38,0.0,Right-hand,Right-arm fast
SV Samson,Mohammed Siraj,21,24,1,87.5,4.17,Right-hand,Right-arm fast
SV Samson,Mohsin Khan,45,23,0,195.65,0.0,Right-hand,Left-arm fast-medium
SV Samson,Mukesh Kumar,43,23,1,186.96,4.35,Right-hand,Right-arm medium-fast
SV Samson,PWH de Silva,38,32,3,118.75,9.38,Right-hand,Right-arm offbreak
SV Samson,R Ashwin,27,20,1,135.0,5.0,Right-hand,Right-arm offbreak
SV Samson,RA Jadeja,22,29,1,75.86,3.45,Right-hand,Left-arm orthodox
SV Samson,Rashid Khan,77,56,0,137.5,0.0,Right-hand,Right-arm legbreak
SV Samson,Ravi Bishnoi,49,25,0,196.0,0.0,Right-hand,Right-arm legbreak
SV Samson,SN Thakur,31,20,1,155.0,5.0,Right-hand,Right-arm medium-fast
SV Samson,SP Narine,27,37,0,72.97,0.0,Right-hand,Right-arm offbreak
SV Samson,Simarjeet Singh,28,23,1,121.74,4.35,Right-hand,Right-arm fast
SV Samson,T Natarajan,31,22,1,140.91,4.55,Right-hand,Left-arm medium-fast
SV Samson,UT Yadav,40,26,0,153.85,0.0,Right-hand,Right-arm fast
SV Samson,YS Chahal,31,20,0,155.0,0.0,Right-hand,Right-arm legbreak
SV Samson,Yash Thakur,50,22,0,227.27,0.0,Right-hand,Right-arm medium-fast
Shashank Singh,B Kumar,34,20,1,170.0,5.0,Right-hand,Right-arm medium
Shashank Singh,JR Hazlewood,45,24,0,187.5,0.0,Right-hand,Right-arm fast-medium
Shashank Singh,Noor Ahmad,41,26,0,157.69,0.0,Right-hand,Left-arm wrist-spin
Shashank Singh,RA Jadeja,25,21,1,119.05,4.76,Right-hand,Left-arm orthodox
Shubman Gill,AR Patel,65,48,0,135.42,0.0,Right-hand,Left-arm orthodox
Shubman Gill,Arshdeep Singh,51,41,1,124.39,2.44,Right-hand,Left-arm medium-fast
Shubman Gill,Avesh Khan,65,51,4,127.45,7.84,Right-hand,Right-arm fast
Shubman Gill,B Kumar,45,44,3,102.27,6.82,Right-hand,Right-arm medium
Shubman Gill,CV Varun,42,27,0,155.56,0.0,Right-hand,Right-arm legbreak
Shubman Gill,DL Chahar,86,65,6,132.31,9.23,Right-hand,Right-arm medium
Shubman Gill,HH Pandya,18,20,1,90.0,5.0,Right-hand,Right-arm medium-fast
Shubman Gill,HV Patel,61,47,1,129.79,2.13,Right-hand,Right-arm offbreak
Shubman Gill,Harpreet Brar,36,28,0,128.57,0.0,Right-hand,Left-arm orthodox
Shubman Gill,I Sharma,29,22,1,131.82,4.55,Right-hand,Right-arm fast
Shubman Gill,JD Unadkat,31,27,0,114.81,0.0,Right-hand,Left-arm medium-fast
Shubman Gill,JJ Bumrah,19,23,2,82.61,8.7,Right-hand,Right-arm fast
Shubman Gill,K Kartikeya,34,22,1,154.55,4.55,Right-hand,Left-arm orthodox
Shubman Gill,K Rabada,76,55,2,138.18,3.64,Right-hand,Right-arm fast
Shubman Gill,KH Pandya,43,39,1,110.26,2.56,Right-hand,Left-arm orthodox
Shubman Gill,Kuldeep Yadav,42,25,0,168.0,0.0,Right-hand,Left-arm chinaman
Shubman Gill,M Jansen,38,34,0,111.76,0.0,Right-hand,Left-arm fast-medium
Shubman Gill,M Theekshana,32,23,1,139.13,4.35,Right-hand,Right-arm offbreak
Shubman Gill,MJ Santner,43,27,0,159.26,0.0,Right-hand,Left-arm orthodox
Shubman Gill,Mohammed Shami,45,26,1,173.08,3.85,Right-hand,Right-arm fast
Shubman Gill,Mohammed Siraj,52,43,1,120.93,2.33,Right-hand,Right-arm fast
Shubman Gill,Mustafizur Rahman,30,29,1,103.45,3.45,Right-hand,Left-arm fast-medium
Shubman Gill,PP Chawla,45,24,1,187.5,4.17,Right-hand,Right-arm legbreak
Shubman Gill,PVD Chameera,32,24,1,133.33,4.17,Right-hand,Right-arm fast
Shubman Gill,R Ashwin,84,55,1,152.73,1.82,Right-hand,Right-arm offbreak
Shubman Gill,RA Jadeja,63,45,1,140.0,2.22,Right-hand,Left-arm orthodox
Shubman Gill,RD Chahar,48,29,1,165.52,3.45,Right-hand,Right-arm legbreak
Shubman Gill,SN Thakur,46,37,0,124.32,0.0,Right-hand,Right-arm medium-fast
Shubman Gill,SP Narine,35,25,2,140.0,8.0,Right-hand,Right-arm offbreak
Shubman Gill,Sandeep Sharma,29,33,2,87.88,6.06,Right-hand,Right-arm medium-fast
Shubman Gill,Shahbaz Ahmed,28,22,1,127.27,4.55,Right-hand,Left-arm orthodox
Shubman Gill,T Natarajan,43,24,0,179.17,0.0,Right-hand,Left-arm medium-fast
Shubman Gill,TA Boult,60,51,1,117.65,1.96,Right-hand,Left-arm fast-medium
Shubman Gill,TU Deshpande,60,38,2,157.89,5.26,Right-hand,Right-arm medium-fast
Shubman Gill,VG Arora,37,24,1,154.17,4.17,Right-hand,Right-arm medium-fast
Shubman Gill,YS Chahal,58,48,3,120.83,6.25,Right-hand,Right-arm legbreak
Shubman Gill,Zeeshan Ansari,35,22,0,159.09,0.0,Right-hand,Left-arm orthodox
T Stubbs,Sandeep Sharma,54,23,1,234.78,4.35,Right-hand,Right-arm medium-fast
TH David,SM Curran,41,20,0,205.0,0.0,Right-hand,Left-arm medium-fast
TM Head,A Kamboj,34,22,1,154.55,4.55,Left-hand,Right-arm medium
TM Head,Avesh Khan,44,20,1,220.0,5.0,Left-hand,Right-arm fast
TM Head,DL Chahar,22,20,0,110.0,0.0,Left-hand,Right-arm medium
TM Head,Sandeep Sharma,25,23,1,108.7,4.35,Left-hand,Right-arm medium-fast
TM Head,TA Boult,27,27,1,100.0,3.7,Left-hand,Left-arm fast-medium
TM Head,WG Jacks,29,21,2,138.1,9.52,Left-hand,Right-arm offbreak
TM Head,YS Chahal,48,22,1,218.18,4.55,Left-hand,Right-arm legbreak
Tilak Varma,Akash Deep,31,20,1,155.0,5.0,Left-hand,Right-arm medium-fast
Tilak Varma,Avesh Khan,30,24,0,125.0,0.0,Left-hand,Right-arm fast
Tilak Varma,CV Varun,32,22,1,145.45,4.55,Left-hand,Right-arm legbreak
Tilak Varma,HV Patel,38,22,0,172.73,0.0,Left-hand,Right-arm offbreak
Tilak Varma,Kuldeep Yadav,64,45,0,142.22,0.0,Left-hand,Left-arm chinaman
Tilak Varma,M Markande,37,24,0,154.17,0.0,Left-hand,Right-arm legbreak
Tilak Varma,Mohammed Siraj,25,20,1,125.0,5.0,Left-hand,Right-arm fast
Tilak Varma,PJ Cummins,34,25,1,136.0,4.0,Left-hand,Right-arm fast
Tilak Varma,R Ashwin,60,50,1,120.0,2.0,Left-hand,Right-arm offbreak
Tilak Varma,RA Jadeja,49,37,1,132.43,2.7,Left-hand,Left-arm orthodox
Tilak Varma,Rashid Khan,26,26,2,100.0,7.69,Left-hand,Right-arm legbreak
Tilak Varma,Ravi Bishnoi,49,30,1,163.33,3.33,Left-hand,Right-arm legbreak
Tilak Varma,Suyash Sharma,22,20,1,110.0,5.0,Left-hand,Right-arm legbreak
Tilak Varma,TA Boult,34,33,0,103.03,0.0,Left-hand,Left-arm fast-medium
Tilak Varma,YS Chahal,72,45,1,160.0,2.22,Left-hand,Right-arm legbreak
V Kohli,AR Patel,33,30,0,110.0,0.0,Right-hand,Left-arm orthodox
V Kohli,Arshdeep Singh,91,58,2,156.9,3.45,Right-hand,Left-arm medium-fast
V Kohli,Avesh Khan,75,46,3,163.04,6.52,Right-hand,Right-arm fast
V Kohli,B Kumar,65,38,2,171.05,5.26,Right-hand,Right-arm medium
V Kohli,CV Varun,40,32,1,125.0,3.12,Right-hand,Right-arm legbreak
V Kohli,DL Chahar,34,25,0,136.0,0.0,Right-hand,Right-arm medium
V Kohli,HV Patel,37,23,1,160.87,4.35,Right-hand,Right-arm offbreak
V Kohli,Harpreet Brar,74,68,2,108.82,2.94,Right-hand,Left-arm orthodox
V Kohli,Harshit Rana,33,24,1,137.5,4.17,Right-hand,Right-arm fast-medium
V Kohli,I Sharma,36,22,1,163.64,4.55,Right-hand,Right-arm fast
V Kohli,JC Archer,45,33,1,136.36,3.03,Right-hand,Right-arm fast
V Kohli,JD Unadkat,30,30,1,100.0,3.33,Right-hand,Left-arm medium-fast
V Kohli,JJ Bumrah,35,23,2,152.17,8.7,Right-hand,Right-arm fast
V Kohli,KH Pandya,58,56,0,103.57,0.0,Right-hand,Left-arm orthodox
V Kohli,KK Ahmed,35,21,0,166.67,0.0,Right-hand,Left-arm fast-medium
V Kohli,Kuldeep Yadav,38,29,0,131.03,0.0,Right-hand,Left-arm chinaman
V Kohli,LH Ferguson,24,21,0,114.29,0.0,Right-hand,Right-arm fast
V Kohli,M Jansen,26,20,1,130.0,5.0,Right-hand,Left-arm fast-medium
V Kohli,M Theekshana,28,23,0,121.74,0.0,Right-hand,Right-arm offbreak
V Kohli,MA Starc,59,32,0,184.38,0.0,Right-hand,Left-arm fast
V Kohli,MJ Santner,32,23,1,139.13,4.35,Right-hand,Left-arm orthodox
V Kohli,Mohammed Shami,63,49,1,128.57,2.04,Right-hand,Right-arm fast
V Kohli,Noor Ahmad,63,45,2,140.0,4.44,Right-hand,Left-arm wrist-spin
V Kohli,PWH de Silva,27,20,0,135.0,0.0,Right-hand,Right-arm offbreak
V Kohli,R Ashwin,21,26,0,80.77,0.0,Right-hand,Right-arm offbreak
V Kohli,R Sai Kishore,27,24,0,112.5,0.0,Right-hand,Left-arm orthodox
V Kohli,RA Jadeja,56,47,0,119.15,0.0,Right-hand,Left-arm orthodox
V Kohli,RD Chahar,37,35,0,105.71,0.0,Right-hand,Right-arm legbreak
V Kohli,Rashid Khan,68,50,1,136.0,2.0,Right-hand,Right-arm legbreak
V Kohli,Ravi Bishnoi,24,34,1,70.59,2.94,Right-hand,Right-arm legbreak
V Kohli,SM Curran,70,45,2,155.56,4.44,Right-hand,Left-arm medium-fast
V Kohli,SP Narine,37,35,2,105.71,5.71,Right-hand,Right-arm offbreak
V Kohli,Sandeep Sharma,59,34,0,173.53,0.0,Right-hand,Right-arm medium-fast
V Kohli,T Natarajan,53,29,0,182.76,0.0,Right-hand,Left-arm medium-fast
V Kohli,TA Boult,55,46,1,119.57,2.17,Right-hand,Left-arm fast-medium
V Kohli,YS Chahal,63,48,1,131.25,2.08,Right-hand,Right-arm legbreak
V Kohli,Yash Dayal,48,26,0,184.62,0.0,Right-hand,Left-arm fast-medium
V Shankar,Kuldeep Yadav,31,24,1,129.17,4.17,Right-hand,Left-arm chinaman
VR Iyer,AR Patel,26,24,2,108.33,8.33,Right-hand,Left-arm orthodox
VR Iyer,B Kumar,49,37,0,132.43,0.0,Right-hand,Right-arm medium
VR Iyer,DL Chahar,31,24,2,129.17,8.33,Right-hand,Right-arm medium
VR Iyer,HV Patel,30,30,3,100.0,10.0,Right-hand,Right-arm offbreak
VR Iyer,JJ Bumrah,33,28,2,117.86,7.14,Right-hand,Right-arm fast
VR Iyer,M Jansen,14,20,3,70.0,15.0,Right-hand,Left-arm fast-medium
VR Iyer,Mohammed Siraj,31,37,0,83.78,0.0,Right-hand,Right-arm fast
VR Iyer,NT Ellis,33,21,0,157.14,0.0,Right-hand,Right-arm fast-medium
VR Iyer,PP Chawla,18,22,1,81.82,4.55,Right-hand,Right-arm legbreak
VR Iyer,R Ashwin,36,32,0,112.5,0.0,Right-hand,Right-arm offbreak
VR Iyer,RD Chahar,26,25,1,104.0,4.0,Right-hand,Right-arm legbreak
VR Iyer,Rashid Khan,32,28,1,114.29,3.57,Right-hand,Right-arm legbreak
VR Iyer,Ravi Bishnoi,30,28,1,107.14,3.57,Right-hand,Right-arm legbreak
VR Iyer,TA Boult,19,21,0,90.48,0.0,Right-hand,Left-arm fast-medium
VR Iyer,YS Chahal,39,20,2,195.0,10.0,Right-hand,Right-arm legbreak
WG Jacks,Rashid Khan,40,22,1,181.82,4.55,Right-hand,Right-arm legbreak
WP Saha,Arshdeep Singh,42,27,2,155.56,7.41,Right-hand,Left-arm medium-fast
WP Saha,DL Chahar,67,52,3,128.85,5.77,Right-hand,Right-arm medium
WP Saha,K Rabada,38,30,4,126.67,13.33,Right-hand,Right-arm fast
WP Saha,KK Ahmed,37,29,1,127.59,3.45,Right-hand,Left-arm fast-medium
WP Saha,Mohammed Siraj,17,30,3,56.67,10.0,Right-hand,Right-arm fast
WP Saha,Mohsin Khan,32,20,1,160.0,5.0,Right-hand,Left-arm fast-medium
WP Saha,Mukesh Choudhary,26,21,0,123.81,0.0,Right-hand,Left-arm medium-fast
WP Saha,RA Jadeja,27,22,2,122.73,9.09,Right-hand,Left-arm orthodox
WP Saha,Ravi Bishnoi,20,23,0,86.96,0.0,Right-hand,Right-arm legbreak
WP Saha,UT Yadav,22,23,1,95.65,4.35,Right-hand,Right-arm fast
YBK Jaiswal,AU Rashid,30,22,0,136.36,0.0,Left-hand,Right-arm legbreak
YBK Jaiswal,Arshdeep Singh,58,39,2,148.72,5.13,Left-hand,Left-arm medium-fast
YBK Jaiswal,B Kumar,101,59,0,171.19,0.0,Left-hand,Right-arm medium
YBK Jaiswal,CV Varun,24,20,0,120.0,0.0,Left-hand,Right-arm legbreak
YBK Jaiswal,JR Hazlewood,81,32,3,253.12,9.38,Left-hand,Right-arm fast-medium
YBK Jaiswal,KK Ahmed,58,30,2,193.33,6.67,Left-hand,Left-arm fast-medium
YBK Jaiswal,M Jansen,56,30,1,186.67,3.33,Left-hand,Left-arm fast-medium
YBK Jaiswal,MM Ali,21,23,2,91.3,8.7,Left-hand,Right-arm offbreak
YBK Jaiswal,MP Stoinis,26,20,2,130.0,10.0,Left-hand,Right-arm medium
YBK Jaiswal,Mohammed Shami,38,33,0,115.15,0.0,Left-hand,Right-arm fast
YBK Jaiswal,Mohammed Siraj,60,48,1,125.0,2.08,Left-hand,Right-arm fast
YBK Jaiswal,Mohsin Khan,31,20,1,155.0,5.0,Left-hand,Left-arm fast-medium
YBK Jaiswal,PP Chawla,46,23,0,200.0,0.0,Left-hand,Right-arm legbreak
YBK Jaiswal,RD Chahar,37,23,1,160.87,4.35,Left-hand,Right-arm legbreak
YBK Jaiswal,RP Meredith,45,20,0,225.0,0.0,Left-hand,Right-arm fast
YBK Jaiswal,Rashid Khan,21,21,1,100.0,4.76,Left-hand,Right-arm legbreak
YBK Jaiswal,SM Curran,45,31,1,145.16,3.23,Left-hand,Left-arm medium-fast
YBK Jaiswal,SN Thakur,45,22,0,204.55,0.0,Left-hand,Right-arm medium-fast
YBK Jaiswal,Sandeep Sharma,53,31,1,170.97,3.23,Left-hand,Right-arm medium-fast
YBK Jaiswal,Yash Dayal,61,32,2,190.62,6.25,Left-hand,Left-arm fast-medium
