batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style,venue
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium,"Barsapara Cricket Stadium, Guwahati"
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium,"Sawai Mansingh Stadium, Jaipur"
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast,"Arun Jaitley Stadium, Delhi"
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast,"Eden Gardens, Kolkata"
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast,"M Chinnaswamy Stadium, Bengaluru"
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
PD Salt,Harpreet Brar,35,21,1,166.67,4.76,Right-hand,Left-arm orthodox,"Arun Jaitley Stadium, Delhi"
PD Salt,Harpreet Brar,35,21,1,166.67,4.76,Right-hand,Left-arm orthodox,"Eden Gardens, Kolkata"
PD Salt,Harpreet Brar,35,21,1,166.67,4.76,Right-hand,Left-arm orthodox,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
PD Salt,Harpreet Brar,35,21,1,166.67,4.76,Right-hand,Left-arm orthodox,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
PD Salt,KK Ahmed,50,33,0,151.52,0.0,Right-hand,Left-arm fast-medium,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
PD Salt,KK Ahmed,50,33,0,151.52,0.0,Right-hand,Left-arm fast-medium,"Eden Gardens, Kolkata"
PD Salt,KK Ahmed,50,33,0,151.52,0.0,Right-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
PD Salt,Mohammed Siraj,56,29,2,193.1,6.9,Right-hand,Right-arm fast,"Arun Jaitley Stadium, Delhi"
PD Salt,Mohammed Siraj,56,29,2,193.1,6.9,Right-hand,Right-arm fast,"Eden Gardens, Kolkata"
PD Salt,Mohammed Siraj,56,29,2,193.1,6.9,Right-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
PJ Cummins,SN Thakur,36,20,0,180.0,0.0,Right-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
PJ Cummins,SN Thakur,36,20,0,180.0,0.0,Right-hand,Right-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
PJ Cummins,SN Thakur,36,20,0,180.0,0.0,Right-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
PP Shaw,Arshdeep Singh,32,21,1,152.38,4.76,Right-hand,Left-arm medium-fast,"Brabourne Stadium, Mumbai"
PP Shaw,Arshdeep Singh,32,21,1,152.38,4.76,Right-hand,Left-arm medium-fast,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
PP Shaw,Arshdeep Singh,32,21,1,152.38,4.76,Right-hand,Left-arm medium-fast,"Wankhede Stadium, Mumbai"
PP Shaw,DL Chahar,52,36,1,144.44,2.78,Right-hand,Right-arm medium,"Arun Jaitley Stadium, Delhi"
PP Shaw,DL Chahar,52,36,1,144.44,2.78,Right-hand,Right-arm medium,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
PP Shaw,DL Chahar,52,36,1,144.44,2.78,Right-hand,Right-arm medium,Dubai International Cricket Stadium
PP Shaw,DL Chahar,52,36,1,144.44,2.78,Right-hand,Right-arm medium,"Wankhede Stadium, Mumbai"
PP Shaw,DR Sams,29,21,0,138.1,0.0,Right-hand,Right-arm fast-medium,"Brabourne Stadium, Mumbai"
PP Shaw,DR Sams,29,21,0,138.1,0.0,Right-hand,Right-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,DR Sams,29,21,0,138.1,0.0,Right-hand,Right-arm fast-medium,"Wankhede Stadium, Mumbai"
PP Shaw,Mohammed Siraj,32,22,2,145.45,9.09,Right-hand,Right-arm fast,Dubai International Cricket Stadium
PP Shaw,Mohammed Siraj,32,22,2,145.45,9.09,Right-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
PP Shaw,Mohammed Siraj,32,22,2,145.45,9.09,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,Mohammed Siraj,32,22,2,145.45,9.09,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
PP Shaw,RA Jadeja,37,20,2,185.0,10.0,Right-hand,Left-arm orthodox,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
PP Shaw,RA Jadeja,37,20,2,185.0,10.0,Right-hand,Left-arm orthodox,Dubai International Cricket Stadium
PP Shaw,RA Jadeja,37,20,2,185.0,10.0,Right-hand,Left-arm orthodox,"Wankhede Stadium, Mumbai"
PP Shaw,SP Narine,36,21,0,171.43,0.0,Right-hand,Right-arm offbreak,"Arun Jaitley Stadium, Delhi"
PP Shaw,SP Narine,36,21,0,171.43,0.0,Right-hand,Right-arm offbreak,"Brabourne Stadium, Mumbai"
PP Shaw,SP Narine,36,21,0,171.43,0.0,Right-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
PP Shaw,SP Narine,36,21,0,171.43,0.0,Right-hand,Right-arm offbreak,Sharjah Cricket Stadium
Priyansh Arya,B Kumar,17,20,0,85.0,0.0,Left-hand,Right-arm medium,"M Chinnaswamy Stadium, Bengaluru"
Priyansh Arya,B Kumar,17,20,0,85.0,0.0,Left-hand,Right-arm medium,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
Priyansh Arya,B Kumar,17,20,0,85.0,0.0,Left-hand,Right-arm medium,"Narendra Modi Stadium, Ahmedabad"
Priyansh Arya,KK Ahmed,38,20,1,190.0,5.0,Left-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
Priyansh Arya,KK Ahmed,38,20,1,190.0,5.0,Left-hand,Left-arm fast-medium,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
Q de Kock,CV Varun,32,24,2,133.33,8.33,Left-hand,Right-arm legbreak,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,CV Varun,32,24,2,133.33,8.33,Left-hand,Right-arm legbreak,"Eden Gardens, Kolkata"
Q de Kock,CV Varun,32,24,2,133.33,8.33,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Q de Kock,CV Varun,32,24,2,133.33,8.33,Left-hand,Right-arm legbreak,"Zayed Cricket Stadium, Abu Dhabi"
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium,"Arun Jaitley Stadium, Delhi"
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium,Dubai International Cricket Stadium
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium,"MA Chidambaram Stadium, Chepauk, Chennai"
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium,"Wankhede Stadium, Mumbai"
Q de Kock,JD Unadkat,32,24,0,133.33,0.0,Left-hand,Left-arm medium-fast,"Arun Jaitley Stadium, Delhi"
Q de Kock,JD Unadkat,32,24,0,133.33,0.0,Left-hand,Left-arm medium-fast,"Brabourne Stadium, Mumbai"
Q de Kock,K Rabada,40,22,0,181.82,0.0,Left-hand,Right-arm fast,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,K Rabada,40,22,0,181.82,0.0,Left-hand,Right-arm fast,"Maharashtra Cricket Association Stadium, Pune"
Q de Kock,K Rabada,40,22,0,181.82,0.0,Left-hand,Right-arm fast,Sharjah Cricket Stadium
Q de Kock,KK Ahmed,34,24,1,141.67,4.17,Left-hand,Left-arm fast-medium,"Arun Jaitley Stadium, Delhi"
Q de Kock,KK Ahmed,34,24,1,141.67,4.17,Left-hand,Left-arm fast-medium,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,KK Ahmed,34,24,1,141.67,4.17,Left-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
Q de Kock,M Prasidh Krishna,24,21,1,114.29,4.76,Left-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
Q de Kock,M Prasidh Krishna,24,21,1,114.29,4.76,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
Q de Kock,M Prasidh Krishna,24,21,1,114.29,4.76,Left-hand,Right-arm fast,"Zayed Cricket Stadium, Abu Dhabi"
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast,"Eden Gardens, Kolkata"
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast,"Maharashtra Cricket Association Stadium, Pune"
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast,"Zayed Cricket Stadium, Abu Dhabi"
Q de Kock,Mohammed Siraj,43,26,1,165.38,3.85,Left-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,Mohammed Siraj,43,26,1,165.38,3.85,Left-hand,Right-arm fast,Dubai International Cricket Stadium
Q de Kock,Mohammed Siraj,43,26,1,165.38,3.85,Left-hand,Right-arm fast,"Eden Gardens, Kolkata"
Q de Kock,Mohammed Siraj,43,26,1,165.38,3.85,Left-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
Q de Kock,Mustafizur Rahman,35,30,1,116.67,3.33,Left-hand,Left-arm fast-medium,"Arun Jaitley Stadium, Delhi"
Q de Kock,Mustafizur Rahman,35,30,1,116.67,3.33,Left-hand,Left-arm fast-medium,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,Mustafizur Rahman,35,30,1,116.67,3.33,Left-hand,Left-arm fast-medium,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,Mustafizur Rahman,35,30,1,116.67,3.33,Left-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
Q de Kock,RA Jadeja,34,22,0,154.55,0.0,Left-hand,Left-arm orthodox,"Arun Jaitley Stadium, Delhi"
Q de Kock,RA Jadeja,34,22,0,154.55,0.0,Left-hand,Left-arm orthodox,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,RA Jadeja,34,22,0,154.55,0.0,Left-hand,Left-arm orthodox,"Brabourne Stadium, Mumbai"
Q de Kock,Rashid Khan,34,24,1,141.67,4.17,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Q de Kock,Rashid Khan,34,24,1,141.67,4.17,Left-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
Q de Kock,SN Thakur,21,21,1,100.0,4.76,Left-hand,Right-arm medium-fast,"Arun Jaitley Stadium, Delhi"
Q de Kock,SN Thakur,21,21,1,100.0,4.76,Left-hand,Right-arm medium-fast,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,SN Thakur,21,21,1,100.0,4.76,Left-hand,Right-arm medium-fast,"Eden Gardens, Kolkata"
Q de Kock,SN Thakur,21,21,1,100.0,4.76,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
Q de Kock,SP Narine,34,31,1,109.68,3.23,Left-hand,Right-arm offbreak,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,SP Narine,34,31,1,109.68,3.23,Left-hand,Right-arm offbreak,"Eden Gardens, Kolkata"
Q de Kock,SP Narine,34,31,1,109.68,3.23,Left-hand,Right-arm offbreak,"Maharashtra Cricket Association Stadium, Pune"
Q de Kock,SP Narine,34,31,1,109.68,3.23,Left-hand,Right-arm offbreak,"Zayed Cricket Stadium, Abu Dhabi"
Q de Kock,Sandeep Sharma,19,23,1,82.61,4.35,Left-hand,Right-arm medium-fast,"Barsapara Cricket Stadium, Guwahati"
Q de Kock,Sandeep Sharma,19,23,1,82.61,4.35,Left-hand,Right-arm medium-fast,"Maharashtra Cricket Association Stadium, Pune"
Q de Kock,TG Southee,48,27,0,177.78,0.0,Left-hand,Right-arm fast-medium,"Dr DY Patil Sports Academy, Mumbai"
Q de Kock,TG Southee,48,27,0,177.78,0.0,Left-hand,Right-arm fast-medium,"Maharashtra Cricket Association Stadium, Pune"
Q de Kock,TU Deshpande,45,31,0,145.16,0.0,Left-hand,Right-arm medium-fast,"Barsapara Cricket Stadium, Guwahati"
Q de Kock,TU Deshpande,45,31,0,145.16,0.0,Left-hand,Right-arm medium-fast,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Q de Kock,TU Deshpande,45,31,0,145.16,0.0,Left-hand,Right-arm medium-fast,"Brabourne Stadium, Mumbai"
R Ashwin,Kuldeep Yadav,26,21,1,123.81,4.76,Right-hand,Left-arm chinaman,"Arun Jaitley Stadium, Delhi"
R Ashwin,Kuldeep Yadav,26,21,1,123.81,4.76,Right-hand,Left-arm chinaman,"Dr DY Patil Sports Academy, Mumbai"
R Ashwin,Kuldeep Yadav,26,21,1,123.81,4.76,Right-hand,Left-arm chinaman,"Sawai Mansingh Stadium, Jaipur"
R Parag,AR Patel,30,31,2,96.77,6.45,Right-hand,Left-arm orthodox,"Arun Jaitley Stadium, Delhi"
R Parag,AR Patel,30,31,2,96.77,6.45,Right-hand,Left-arm orthodox,"Barsapara Cricket Stadium, Guwahati"
R Parag,AR Patel,30,31,2,96.77,6.45,Right-hand,Left-arm orthodox,"Sawai Mansingh Stadium, Jaipur"
R Parag,AR Patel,30,31,2,96.77,6.45,Right-hand,Left-arm orthodox,"Zayed Cricket Stadium, Abu Dhabi"
R Parag,Arshdeep Singh,44,28,1,157.14,3.57,Right-hand,Left-arm medium-fast,"Barsapara Cricket Stadium, Guwahati"
R Parag,Arshdeep Singh,44,28,1,157.14,3.57,Right-hand,Left-arm medium-fast,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
R Parag,Arshdeep Singh,44,28,1,157.14,3.57,Right-hand,Left-arm medium-fast,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
R Parag,Arshdeep Singh,44,28,1,157.14,3.57,Right-hand,Left-arm medium-fast,"Wankhede Stadium, Mumbai"
R Parag,HV Patel,49,30,3,163.33,10.0,Right-hand,Right-arm offbreak,"Barsapara Cricket Stadium, Guwahati"
R Parag,HV Patel,49,30,3,163.33,10.0,Right-hand,Right-arm offbreak,Dubai International Cricket Stadium
R Parag,HV Patel,49,30,3,163.33,10.0,Right-hand,Right-arm offbreak,"Maharashtra Cricket Association Stadium, Pune"
R Parag,HV Patel,49,30,3,163.33,10.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
R Parag,Harshit Rana,44,25,2,176.0,8.0,Right-hand,Right-arm fast-medium,"Barsapara Cricket Stadium, Guwahati"
R Parag,Harshit Rana,44,25,2,176.0,8.0,Right-hand,Right-arm fast-medium,"Eden Gardens, Kolkata"
R Parag,KH Pandya,32,32,1,100.0,3.12,Right-hand,Left-arm orthodox,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
R Parag,KH Pandya,32,32,1,100.0,3.12,Right-hand,Left-arm orthodox,"Brabourne Stadium, Mumbai"
R Parag,KH Pandya,32,32,1,100.0,3.12,Right-hand,Left-arm orthodox,"M Chinnaswamy Stadium, Bengaluru"
R Parag,KH Pandya,32,32,1,100.0,3.12,Right-hand,Left-arm orthodox,"Sawai Mansingh Stadium, Jaipur"
R Parag,Kuldeep Yadav,35,29,0,120.69,0.0,Right-hand,Left-arm chinaman,"Arun Jaitley Stadium, Delhi"
R Parag,Kuldeep Yadav,35,29,0,120.69,0.0,Right-hand,Left-arm chinaman,"Barsapara Cricket Stadium, Guwahati"
R Parag,Kuldeep Yadav,35,29,0,120.69,0.0,Right-hand,Left-arm chinaman,"Sawai Mansingh Stadium, Jaipur"
R Parag,Noor Ahmad,48,32,1,150.0,3.12,Right-hand,Left-arm wrist-spin,"Arun Jaitley Stadium, Delhi"
R Parag,Noor Ahmad,48,32,1,150.0,3.12,Right-hand,Left-arm wrist-spin,"Barsapara Cricket Stadium, Guwahati"
R Parag,Noor Ahmad,48,32,1,150.0,3.12,Right-hand,Left-arm wrist-spin,"Sawai Mansingh Stadium, Jaipur"
R Parag,Rashid Khan,23,25,2,92.0,8.0,Right-hand,Right-arm legbreak,"Dr DY Patil Sports Academy, Mumbai"
R Parag,Rashid Khan,23,25,2,92.0,8.0,Right-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
R Parag,Rashid Khan,23,25,2,92.0,8.0,Right-hand,Right-arm legbreak,"Sawai Mansingh Stadium, Jaipur"
R Parag,Ravi Bishnoi,20,22,1,90.91,4.55,Right-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
R Parag,Ravi Bishnoi,20,22,1,90.91,4.55,Right-hand,Right-arm legbreak,"Sawai Mansingh Stadium, Jaipur"
R Parag,T Natarajan,26,20,2,130.0,10.0,Right-hand,Left-arm medium-fast,"Maharashtra Cricket Association Stadium, Pune"
R Parag,T Natarajan,26,20,2,130.0,10.0,Right-hand,Left-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
R Ravindra,TA Boult,24,25,0,96.0,0.0,Left-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
R Ravindra,TA Boult,24,25,0,96.0,0.0,Left-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak,"Brabourne Stadium, Mumbai"
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak,"M Chinnaswamy Stadium, Bengaluru"
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,"Brabourne Stadium, Mumbai"
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,Dubai International Cricket Stadium
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast,"Wankhede Stadium, Mumbai"
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak,"M Chinnaswamy Stadium, Bengaluru"
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak,"Maharashtra Cricket Association Stadium, Pune"
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
RA Jadeja,JJ Bumrah,34,30,1,113.33,3.33,Left-hand,Right-arm fast,"Arun Jaitley Stadium, Delhi"
RA Jadeja,JJ Bumrah,34,30,1,113.33,3.33,Left-hand,Right-arm fast,Dubai International Cricket Stadium
RA Jadeja,JJ Bumrah,34,30,1,113.33,3.33,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
RA Jadeja,KH Pandya,24,25,0,96.0,0.0,Left-hand,Left-arm orthodox,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
RA Jadeja,KH Pandya,24,25,0,96.0,0.0,Left-hand,Left-arm orthodox,Dubai International Cricket Stadium
RA Jadeja,KH Pandya,24,25,0,96.0,0.0,Left-hand,Left-arm orthodox,"M Chinnaswamy Stadium, Bengaluru"
RA Jadeja,KH Pandya,24,25,0,96.0,0.0,Left-hand,Left-arm orthodox,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,MM Sharma,40,20,1,200.0,5.0,Left-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,MM Sharma,40,20,1,200.0,5.0,Left-hand,Right-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
RA Jadeja,Mohammed Siraj,39,27,0,144.44,0.0,Left-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
RA Jadeja,Mohammed Siraj,39,27,0,144.44,0.0,Left-hand,Right-arm fast,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Mohammed Siraj,39,27,0,144.44,0.0,Left-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
RA Jadeja,Mohammed Siraj,39,27,0,144.44,0.0,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak,"Arun Jaitley Stadium, Delhi"
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak,Dubai International Cricket Stadium
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak,"Wankhede Stadium, Mumbai"
RA Jadeja,Ravi Bishnoi,28,23,1,121.74,4.35,Left-hand,Right-arm legbreak,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
RA Jadeja,Ravi Bishnoi,28,23,1,121.74,4.35,Left-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
RA Jadeja,Ravi Bishnoi,28,23,1,121.74,4.35,Left-hand,Right-arm legbreak,Dubai International Cricket Stadium
RA Jadeja,Ravi Bishnoi,28,23,1,121.74,4.35,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast,"Arun Jaitley Stadium, Delhi"
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast,"Barsapara Cricket Stadium, Guwahati"
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
RA Jadeja,Suyash Sharma,50,28,0,178.57,0.0,Left-hand,Right-arm legbreak,"M Chinnaswamy Stadium, Bengaluru"
RA Jadeja,Suyash Sharma,50,28,0,178.57,0.0,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Yash Thakur,25,22,0,113.64,0.0,Left-hand,Right-arm medium-fast,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
RA Jadeja,Yash Thakur,25,22,0,113.64,0.0,Left-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Jadeja,Yash Thakur,25,22,0,113.64,0.0,Left-hand,Right-arm medium-fast,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast,"Eden Gardens, Kolkata"
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast,"Maharashtra Cricket Association Stadium, Pune"
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
RA Tripathi,Arshdeep Singh,30,27,0,111.11,0.0,Right-hand,Left-arm medium-fast,"Dr DY Patil Sports Academy, Mumbai"
RA Tripathi,Arshdeep Singh,30,27,0,111.11,0.0,Right-hand,Left-arm medium-fast,Dubai International Cricket Stadium
RA Tripathi,Arshdeep Singh,30,27,0,111.11,0.0,Right-hand,Left-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
RA Tripathi,Arshdeep Singh,30,27,0,111.11,0.0,Right-hand,Left-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak,"Eden Gardens, Kolkata"
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak,"Maharashtra Cricket Association Stadium, Pune"
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
RA Tripathi,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak,"Brabourne Stadium, Mumbai"
RA Tripathi,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
RA Tripathi,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
RA Tripathi,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak,Sharjah Cricket Stadium
